FLEET,UNIT,LOG NO,CAP COST,BOOK VALUE,RENTAL,TERM,LPIS,SCONTR,INS PREMIUM,FEE,DESC,MM/YY,START,STOP,AMT,METHOD,RATE,BL,AC
M1427,32S,101000894,179187.93,164817.43,3461.59,50,5,,42063.681,2897,Interest FN SG,20170801,5,5,204.14,51,5,Y,Y
M1427,32S,101000894,179187.93,161943.33,3461.59,50,6,,42063.681,2897,Interest FN SG,20170901,6,6,200.21,51,6,Y,Y
M1427,32S,101000894,179187.93,159069.23,3461.59,50,7,,42063.681,2897,Interest FN SG,20171001,7,7,196.25,51,7,Y,Y
M1427,32S,101000894,179187.93,156195.13,3461.59,50,8,,42063.681,2897,Interest FN SG,20171101,8,8,192.28,51,8,Y,Y
M1427,32S,101000894,179187.93,153321.03,3461.59,50,9,,42063.681,2897,Interest FN SG,20171201,9,9,188.28,51,9,Y,Y
M1427,32S,101000894,179187.93,150446.93,3461.59,50,10,,42063.681,2897,Interest FN SG,20180101,10,10,184.26,51,10,Y,Y
M1427,32S,101000894,179187.93,147572.83,3461.59,50,11,,42063.681,2897,Interest FN SG,20180201,11,11,180.22,51,11,Y,Y
M1427,32S,101000894,179187.93,144698.73,3461.59,50,12,,42063.681,2897,Interest FN SG,20180301,12,12,176.16,51,12,Y,Y
M1427,32S,101000894,179187.93,141824.63,3461.59,50,13,,42063.681,2897,Interest FN SG,20180401,13,13,172.08,51,13,Y,Y
M1427,32S,101000894,179187.93,138950.53,3461.59,50,14,,42063.681,2897,Interest FN SG,20180501,14,14,167.98,51,14,Y,Y
M1427,32S,101000894,179187.93,136076.43,3461.59,50,15,,42063.681,2897,Interest FN SG,20180601,15,15,163.85,51,15,Y,Y
M1427,32S,101000894,179187.93,133202.33,3461.59,50,16,,42063.681,2897,Interest FN SG,20180701,16,16,159.7,51,16,Y,Y
M1427,32S,101000894,179187.93,130328.23,3461.59,50,17,,42063.681,2897,Interest FN SG,20180801,17,17,155.53,51,17,Y,Y
M1427,32S,101000894,179187.93,127454.13,3461.59,50,18,,42063.681,2897,Interest FN SG,20180901,18,18,151.34,51,18,Y,Y
M1427,32S,101000894,179187.93,124580.03,3461.59,50,19,,42063.681,2897,Interest FN SG,20181001,19,19,147.13,51,19,Y,Y
M1427,32S,101000894,179187.93,121705.93,3461.59,50,20,,42063.681,2897,Interest FN SG,20181101,20,20,142.9,51,20,Y,Y
M1427,32S,101000894,179187.93,118831.83,3461.59,50,21,,42063.681,2897,Interest FN SG,20181201,21,21,138.64,51,21,Y,Y
M1427,32S,101000894,179187.93,115957.73,3461.59,50,22,,42063.681,2897,Interest FN SG,20190101,22,22,134.36,51,22,Y,Y
M1427,32S,101000894,179187.93,113083.63,3461.59,50,23,,42063.681,2897,Interest FN SG,20190201,23,23,130.06,51,23,Y,Y
M1427,32S,101000894,179187.93,110209.53,3461.59,50,24,,42063.681,2897,Interest FN SG,20190301,24,24,125.74,51,24,Y,Y
M1427,32S,101000894,179187.93,107335.43,3461.59,50,25,,42063.681,2897,Interest FN SG,20190401,25,25,121.39,51,25,Y,Y
M1427,32S,101000894,179187.93,104461.33,3461.59,50,26,,42063.681,2897,Interest FN SG,20190501,26,26,117.02,51,26,Y,Y
M1427,32S,101000894,179187.93,101587.23,3461.59,50,27,,42063.681,2897,Interest FN SG,20190601,27,27,112.63,51,27,Y,Y
M1427,32S,101000894,179187.93,98713.13,3461.59,50,28,,42063.681,2897,Interest FN SG,20190701,28,28,108.21,51,28,Y,Y
M1427,32S,101000894,179187.93,95839.03,3461.59,50,29,,42063.681,2897,Interest FN SG,20190801,29,29,103.77,51,29,Y,Y
M1427,32S,101000894,179187.93,92964.93,3461.59,50,30,,42063.681,2897,Interest FN SG,20190901,30,30,99.31,51,30,Y,Y
M1427,32S,101000894,179187.93,90090.83,3461.59,50,31,,42063.681,2897,Interest FN SG,20191001,31,31,94.82,51,31,Y,Y
M1427,32S,101000894,179187.93,87216.73,3461.59,50,32,,42063.681,2897,Interest FN SG,20191101,32,32,90.32,51,32,Y,Y
M1427,32S,101000894,179187.93,84342.63,3461.59,50,33,,42063.681,2897,Interest FN SG,20191201,33,33,85.78,51,33,Y,Y
M1427,32S,101000894,179187.93,81468.53,3461.59,50,34,,42063.681,2897,Interest FN SG,20200101,34,34,81.23,51,34,Y,Y
M1427,32S,101000894,179187.93,78594.43,3461.59,50,35,,42063.681,2897,Interest FN SG,20200201,35,35,76.65,51,35,Y,Y
M1427,32S,101000894,179187.93,75720.33,3461.59,50,36,,42063.681,2897,Interest FN SG,20200301,36,36,72.04,51,36,Y,Y
M1427,32S,101000894,179187.93,72846.23,3461.59,50,37,,42063.681,2897,Interest FN SG,20200401,37,37,67.41,51,37,Y,Y
M1427,32S,101000894,179187.93,69972.13,3461.59,50,38,,42063.681,2897,Interest FN SG,20200501,38,38,62.76,51,38,Y,Y
M1427,32S,101000894,179187.93,67098.03,3461.59,50,39,,42063.681,2897,Interest FN SG,20200601,39,39,58.08,51,39,Y,Y
M1427,32S,101000894,179187.93,64223.93,3461.59,50,40,,42063.681,2897,Interest FN SG,20200701,40,40,53.38,51,40,Y,Y
M1427,32S,101000894,179187.93,61349.83,3461.59,50,41,,42063.681,2897,Interest FN SG,20200801,41,41,48.65,51,41,Y,Y
M1427,32S,101000894,179187.93,58475.73,3461.59,50,42,,42063.681,2897,Interest FN SG,20200901,42,42,43.9,51,42,Y,Y
M1427,32S,101000894,179187.93,55601.63,3461.59,50,43,,42063.681,2897,Interest FN SG,20201001,43,43,39.13,51,43,Y,Y
M1427,32S,101000894,179187.93,52727.53,3461.59,50,44,,42063.681,2897,Interest FN SG,20201101,44,44,34.32,51,44,Y,Y
M1427,32S,101000894,179187.93,49853.43,3461.59,50,45,,42063.681,2897,Interest FN SG,20201201,45,45,29.5,51,45,Y,Y
M1427,32S,101000894,179187.93,46979.33,3461.59,50,46,,42063.681,2897,Interest FN SG,20210101,46,46,24.65,51,46,Y,Y
M1427,32S,101000894,179187.93,44105.23,3461.59,50,47,,42063.681,2897,Interest FN SG,20210201,47,47,19.77,51,47,Y,Y
M1427,32S,101000894,179187.93,41231.13,3461.59,50,48,,42063.681,2897,Interest FN SG,20210301,48,48,14.86,51,48,Y,Y
M1427,32S,101000894,179187.93,38357.03,3461.59,50,49,,42063.681,2897,Interest FN SG,20210401,49,49,9.94,51,49,Y,Y
M1427,32S,101000894,179187.93,35482.93,3461.59,50,50,,42063.681,2897,Interest FN SG,20210501,50,50,4.98,51,50,Y,Y
M1427,32S,101000894,179187.93,32608.83,3461.59,50,51,,42063.681,2897,Interest FN SG,20210601,51,999,0,51,51,Y,Y
M1427,32S,101000894,179187.93,29734.73,3461.59,50,51,,42063.681,2872,Ext Admin,20210701,51,999,3241.19,51,51,Y,Y
M1427,31S,101000746,179187.93,176313.83,3461.59,50,1,,42063.681,2589,Markup,20170301,1,1,0.54,51,1,N,Y
M1427,31S,101000746,179187.93,173439.73,3461.59,50,2,,42063.681,2589,Markup,20170401,2,2,0.54,51,2,N,Y
M1427,31S,101000746,179187.93,170565.63,3461.59,50,3,,42063.681,2589,Markup,20170501,3,3,0.54,51,3,N,Y
M1427,31S,101000746,179187.93,167691.53,3461.59,50,4,,42063.681,2589,Markup,20170601,4,4,0.54,51,4,N,Y
M1427,31S,101000746,179187.93,164817.43,3461.59,50,5,,42063.681,2589,Markup,20170701,5,5,0.54,51,5,N,Y
M1427,31S,101000746,179187.93,161943.33,3461.59,50,6,,42063.681,2589,Markup,20170801,6,6,0.54,51,6,N,Y
M1427,31S,101000746,179187.93,159069.23,3461.59,50,7,,42063.681,2589,Markup,20170901,7,7,0.54,51,7,N,Y
M1427,31S,101000746,179187.93,156195.13,3461.59,50,8,,42063.681,2589,Markup,20171001,8,8,0.54,51,8,N,Y
M1427,31S,101000746,179187.93,153321.03,3461.59,50,9,,42063.681,2589,Markup,20171101,9,9,0.54,51,9,N,Y
M1427,31S,101000746,179187.93,150446.93,3461.59,50,10,,42063.681,2589,Markup,20171201,10,10,0.54,51,10,N,Y
M1427,31S,101000746,179187.93,147572.83,3461.59,50,11,,42063.681,2589,Markup,20180101,11,11,0.54,51,11,N,Y
M1427,31S,101000746,179187.93,144698.73,3461.59,50,12,,42063.681,2589,Markup,20180201,12,12,0.54,51,12,N,Y
M1427,31S,101000746,179187.93,141824.63,3461.59,50,13,,42063.681,2589,Markup,20180301,13,13,0.54,51,13,N,Y
M1427,31S,101000746,179187.93,138950.53,3461.59,50,14,,42063.681,2589,Markup,20180401,14,14,0.54,51,14,N,Y
M1427,31S,101000746,179187.93,136076.43,3461.59,50,15,,42063.681,2589,Markup,20180501,15,15,0.54,51,15,N,Y
M1427,31S,101000746,179187.93,133202.33,3461.59,50,16,,42063.681,2589,Markup,20180601,16,16,0.54,51,16,N,Y
M1427,31S,101000746,179187.93,130328.23,3461.59,50,17,,42063.681,2589,Markup,20180701,17,17,0.54,51,17,N,Y
M1427,31S,101000746,179187.93,127454.13,3461.59,50,18,,42063.681,2589,Markup,20180801,18,18,0.54,51,18,N,Y
M1427,31S,101000746,179187.93,124580.03,3461.59,50,19,,42063.681,2589,Markup,20180901,19,19,0.54,51,19,N,Y
M1427,31S,101000746,179187.93,121705.93,3461.59,50,20,,42063.681,2589,Markup,20181001,20,20,0.54,51,20,N,Y
M1427,31S,101000746,179187.93,118831.83,3461.59,50,21,,42063.681,2589,Markup,20181101,21,21,0.54,51,21,N,Y
M1427,31S,101000746,179187.93,115957.73,3461.59,50,22,,42063.681,2589,Markup,20181201,22,22,0.54,51,22,N,Y
M1427,31S,101000746,179187.93,113083.63,3461.59,50,23,,42063.681,2589,Markup,20190101,23,23,0.54,51,23,N,Y
M1427,31S,101000746,179187.93,110209.53,3461.59,50,24,,42063.681,2589,Markup,20190201,24,24,0.54,51,24,N,Y
M1427,31S,101000746,179187.93,107335.43,3461.59,50,25,,42063.681,2589,Markup,20190301,25,25,0.54,51,25,N,Y
M1427,31S,101000746,179187.93,104461.33,3461.59,50,26,,42063.681,2589,Markup,20190401,26,26,0.54,51,26,N,Y
M1427,31S,101000746,179187.93,101587.23,3461.59,50,27,,42063.681,2589,Markup,20190501,27,27,0.54,51,27,N,Y
M1427,31S,101000746,179187.93,98713.13,3461.59,50,28,,42063.681,2589,Markup,20190601,28,28,0.54,51,28,N,Y
M1427,31S,101000746,179187.93,95839.03,3461.59,50,29,,42063.681,2589,Markup,20190701,29,29,0.54,51,29,N,Y
M1427,31S,101000746,179187.93,92964.93,3461.59,50,30,,42063.681,2589,Markup,20190801,30,30,0.54,51,30,N,Y
M1427,31S,101000746,179187.93,90090.83,3461.59,50,31,,42063.681,2589,Markup,20190901,31,31,0.54,51,31,N,Y
M1427,31S,101000746,179187.93,87216.73,3461.59,50,32,,42063.681,2589,Markup,20191001,32,32,0.54,51,32,N,Y
M1427,31S,101000746,179187.93,84342.63,3461.59,50,33,,42063.681,2589,Markup,20191101,33,33,0.54,51,33,N,Y
M1427,31S,101000746,179187.93,81468.53,3461.59,50,34,,42063.681,2589,Markup,20191201,34,34,0.54,51,34,N,Y
M1427,31S,101000746,179187.93,78594.43,3461.59,50,35,,42063.681,2589,Markup,20200101,35,35,0.54,51,35,N,Y
M1427,31S,101000746,179187.93,75720.33,3461.59,50,36,,42063.681,2589,Markup,20200201,36,36,0.54,51,36,N,Y
M1427,31S,101000746,179187.93,72846.23,3461.59,50,37,,42063.681,2589,Markup,20200301,37,37,0.54,51,37,N,Y
M1427,31S,101000746,179187.93,69972.13,3461.59,50,38,,42063.681,2589,Markup,20200401,38,38,0.54,51,38,N,Y
M1427,31S,101000746,179187.93,67098.03,3461.59,50,39,,42063.681,2589,Markup,20200501,39,39,0.54,51,39,N,Y
M1427,31S,101000746,179187.93,64223.93,3461.59,50,40,,42063.681,2589,Markup,20200601,40,40,0.54,51,40,N,Y
M1427,31S,101000746,179187.93,61349.83,3461.59,50,41,,42063.681,2589,Markup,20200701,41,41,0.54,51,41,N,Y
M1427,31S,101000746,179187.93,58475.73,3461.59,50,42,,42063.681,2589,Markup,20200801,42,42,0.54,51,42,N,Y
M1427,31S,101000746,179187.93,55601.63,3461.59,50,43,,42063.681,2589,Markup,20200901,43,43,0.54,51,43,N,Y
M1427,31S,101000746,179187.93,52727.53,3461.59,50,44,,42063.681,2589,Markup,20201001,44,44,0.54,51,44,N,Y
M1427,31S,101000746,179187.93,49853.43,3461.59,50,45,,42063.681,2589,Markup,20201101,45,45,0.54,51,45,N,Y
M1427,31S,101000746,179187.93,46979.33,3461.59,50,46,,42063.681,2589,Markup,20201201,46,46,0.54,51,46,N,Y
M1427,31S,101000746,179187.93,44105.23,3461.59,50,47,,42063.681,2589,Markup,20210101,47,47,0.54,51,47,N,Y
M1427,31S,101000746,179187.93,41231.13,3461.59,50,48,,42063.681,2589,Markup,20210201,48,48,0.54,51,48,N,Y
M1427,31S,101000746,179187.93,38357.03,3461.59,50,49,,42063.681,2589,Markup,20210301,49,49,0.54,51,49,N,Y
M1427,31S,101000746,179187.93,35482.93,3461.59,50,50,,42063.681,2589,Markup,20210401,50,50,0.54,51,50,N,Y
M1427,31S,101000746,179187.93,32608.83,3461.59,50,51,,42063.681,2589,Markup,20210501,51,999,0,51,51,N,Y
M1427,31S,101000746,179187.93,176313.83,3461.59,50,1,,42063.681,2862,Amortitation,20170301,1,1,3443.52,51,1,Y,Y
M1427,31S,101000746,179187.93,173439.73,3461.59,50,2,,42063.681,2862,Amortitation,20170401,2,2,2520.86,51,2,Y,Y
M1427,31S,101000746,179187.93,170565.63,3461.59,50,3,,42063.681,2862,Amortitation,20170501,3,3,2534.09,51,3,Y,Y
M1427,31S,101000746,179187.93,167691.53,3461.59,50,4,,42063.681,2862,Amortitation,20170601,4,4,2547.4,51,4,Y,Y
M1427,31S,101000746,179187.93,164817.43,3461.59,50,5,,42063.681,2862,Amortitation,20170701,5,5,2560.77,51,5,Y,Y
M1427,31S,101000746,179187.93,161943.33,3461.59,50,6,,42063.681,2862,Amortitation,20170801,6,6,2574.21,51,6,Y,Y
M1427,31S,101000746,179187.93,159069.23,3461.59,50,7,,42063.681,2862,Amortitation,20170901,7,7,2587.73,51,7,Y,Y
M1427,31S,101000746,179187.93,156195.13,3461.59,50,8,,42063.681,2862,Amortitation,20171001,8,8,2601.31,51,8,Y,Y
M1427,31S,101000746,179187.93,153321.03,3461.59,50,9,,42063.681,2862,Amortitation,20171101,9,9,2614.97,51,9,Y,Y
M1427,31S,101000746,179187.93,150446.93,3461.59,50,10,,42063.681,2862,Amortitation,20171201,10,10,2628.7,51,10,Y,Y
M1427,31S,101000746,179187.93,147572.83,3461.59,50,11,,42063.681,2862,Amortitation,20180101,11,11,2642.5,51,11,Y,Y
M1427,31S,101000746,179187.93,144698.73,3461.59,50,12,,42063.681,2862,Amortitation,20180201,12,12,2656.37,51,12,Y,Y
M1427,31S,101000746,179187.93,141824.63,3461.59,50,13,,42063.681,2862,Amortitation,20180301,13,13,2670.32,51,13,Y,Y
M1427,31S,101000746,179187.93,138950.53,3461.59,50,14,,42063.681,2862,Amortitation,20180401,14,14,2684.34,51,14,Y,Y
M1427,31S,101000746,179187.93,136076.43,3461.59,50,15,,42063.681,2862,Amortitation,20180501,15,15,2698.43,51,15,Y,Y
M1427,31S,101000746,179187.93,133202.33,3461.59,50,16,,42063.681,2862,Amortitation,20180601,16,16,2712.6,51,16,Y,Y
M1427,31S,101000746,179187.93,130328.23,3461.59,50,17,,42063.681,2862,Amortitation,20180701,17,17,2726.84,51,17,Y,Y
M1427,31S,101000746,179187.93,127454.13,3461.59,50,18,,42063.681,2862,Amortitation,20180801,18,18,2741.15,51,18,Y,Y
M1427,31S,101000746,179187.93,124580.03,3461.59,50,19,,42063.681,2862,Amortitation,20180901,19,19,2755.55,51,19,Y,Y
M1427,31S,101000746,179187.93,121705.93,3461.59,50,20,,42063.681,2862,Amortitation,20181001,20,20,2770.01,51,20,Y,Y
M1427,31S,101000746,179187.93,118831.83,3461.59,50,21,,42063.681,2862,Amortitation,20181101,21,21,2784.55,51,21,Y,Y
M1427,31S,101000746,179187.93,115957.73,3461.59,50,22,,42063.681,2862,Amortitation,20181201,22,22,2799.17,51,22,Y,Y
M1427,31S,101000746,179187.93,113083.63,3461.59,50,23,,42063.681,2862,Amortitation,20190101,23,23,2813.87,51,23,Y,Y
M1427,31S,101000746,179187.93,110209.53,3461.59,50,24,,42063.681,2862,Amortitation,20190201,24,24,2828.64,51,24,Y,Y
M1427,31S,101000746,179187.93,107335.43,3461.59,50,25,,42063.681,2862,Amortitation,20190301,25,25,2843.49,51,25,Y,Y
M1427,31S,101000746,179187.93,104461.33,3461.59,50,26,,42063.681,2862,Amortitation,20190401,26,26,2858.42,51,26,Y,Y
M1427,31S,101000746,179187.93,101587.23,3461.59,50,27,,42063.681,2862,Amortitation,20190501,27,27,2873.43,51,27,Y,Y
M1427,31S,101000746,179187.93,98713.13,3461.59,50,28,,42063.681,2862,Amortitation,20190601,28,28,2888.51,51,28,Y,Y
M1427,31S,101000746,179187.93,95839.03,3461.59,50,29,,42063.681,2862,Amortitation,20190701,29,29,2903.68,51,29,Y,Y
M1427,31S,101000746,179187.93,92964.93,3461.59,50,30,,42063.681,2862,Amortitation,20190801,30,30,2918.92,51,30,Y,Y
M1427,31S,101000746,179187.93,90090.83,3461.59,50,31,,42063.681,2862,Amortitation,20190901,31,31,2934.25,51,31,Y,Y
M1427,31S,101000746,179187.93,87216.73,3461.59,50,32,,42063.681,2862,Amortitation,20191001,32,32,2949.65,51,32,Y,Y
M1427,31S,101000746,179187.93,84342.63,3461.59,50,33,,42063.681,2862,Amortitation,20191101,33,33,2965.14,51,33,Y,Y
M1427,31S,101000746,179187.93,81468.53,3461.59,50,34,,42063.681,2862,Amortitation,20191201,34,34,2980.7,51,34,Y,Y
M1427,31S,101000746,179187.93,78594.43,3461.59,50,35,,42063.681,2862,Amortitation,20200101,35,35,2996.35,51,35,Y,Y
M1427,31S,101000746,179187.93,75720.33,3461.59,50,36,,42063.681,2862,Amortitation,20200201,36,36,3012.08,51,36,Y,Y
M1427,31S,101000746,179187.93,72846.23,3461.59,50,37,,42063.681,2862,Amortitation,20200301,37,37,3027.9,51,37,Y,Y
M1427,31S,101000746,179187.93,69972.13,3461.59,50,38,,42063.681,2862,Amortitation,20200401,38,38,3043.79,51,38,Y,Y
M1427,31S,101000746,179187.93,67098.03,3461.59,50,39,,42063.681,2862,Amortitation,20200501,39,39,3059.77,51,39,Y,Y
M1427,31S,101000746,179187.93,64223.93,3461.59,50,40,,42063.681,2862,Amortitation,20200601,40,40,3075.84,51,40,Y,Y
M1427,31S,101000746,179187.93,61349.83,3461.59,50,41,,42063.681,2862,Amortitation,20200701,41,41,3091.99,51,41,Y,Y
M1427,31S,101000746,179187.93,58475.73,3461.59,50,42,,42063.681,2862,Amortitation,20200801,42,42,3108.22,51,42,Y,Y
M1427,31S,101000746,179187.93,55601.63,3461.59,50,43,,42063.681,2862,Amortitation,20200901,43,43,3124.54,51,43,Y,Y
M1427,31S,101000746,179187.93,52727.53,3461.59,50,44,,42063.681,2862,Amortitation,20201001,44,44,3140.94,51,44,Y,Y
M1427,31S,101000746,179187.93,49853.43,3461.59,50,45,,42063.681,2862,Amortitation,20201101,45,45,3157.43,51,45,Y,Y
M1427,31S,101000746,179187.93,46979.33,3461.59,50,46,,42063.681,2862,Amortitation,20201201,46,46,3174.01,51,46,Y,Y
M1427,31S,101000746,179187.93,44105.23,3461.59,50,47,,42063.681,2862,Amortitation,20210101,47,47,3190.67,51,47,Y,Y
M1427,31S,101000746,179187.93,41231.13,3461.59,50,48,,42063.681,2862,Amortitation,20210201,48,48,3207.42,51,48,Y,Y
M1427,31S,101000746,179187.93,38357.03,3461.59,50,49,,42063.681,2862,Amortitation,20210301,49,49,3224.26,51,49,Y,Y
M1427,31S,101000746,179187.93,35482.93,3461.59,50,50,,42063.681,2862,Amortitation,20210401,50,50,3241.19,51,50,Y,Y
M1427,31S,101000746,179187.93,32608.83,3461.59,50,51,,42063.681,2862,Amortitation,20210501,51,999,0,51,51,Y,Y
M1427,31S,101000746,179187.93,176313.83,3461.59,50,1,,42063.681,2868,Interest,20170301,1,1,0,51,1,Y,Y
M1427,31S,101000746,179187.93,173439.73,3461.59,50,2,,42063.681,2868,Interest,20170401,2,2,922.66,51,2,Y,Y
M1427,31S,101000746,179187.93,170565.63,3461.59,50,3,,42063.681,2868,Interest,20170501,3,3,909.42,51,3,Y,Y
M1427,31S,101000746,179187.93,167691.53,3461.59,50,4,,42063.681,2868,Interest,20170601,4,4,896.12,51,4,Y,Y
M1427,31S,101000746,179187.93,164817.43,3461.59,50,5,,42063.681,2868,Interest,20170701,5,5,882.75,51,5,Y,Y
M1427,31S,101000746,179187.93,161943.33,3461.59,50,6,,42063.681,2868,Interest,20170801,6,6,869.3,51,6,Y,Y
M1427,31S,101000746,179187.93,159069.23,3461.59,50,7,,42063.681,2868,Interest,20170901,7,7,855.79,51,7,Y,Y
M1427,31S,101000746,179187.93,156195.13,3461.59,50,8,,42063.681,2868,Interest,20171001,8,8,842.2,51,8,Y,Y
M1427,31S,101000746,179187.93,153321.03,3461.59,50,9,,42063.681,2868,Interest,20171101,9,9,828.54,51,9,Y,Y
M1427,31S,101000746,179187.93,150446.93,3461.59,50,10,,42063.681,2868,Interest,20171201,10,10,814.82,51,10,Y,Y
M1427,31S,101000746,179187.93,147572.83,3461.59,50,11,,42063.681,2868,Interest,20180101,11,11,801.02,51,11,Y,Y
M1427,31S,101000746,179187.93,144698.73,3461.59,50,12,,42063.681,2868,Interest,20180201,12,12,787.14,51,12,Y,Y
M1427,31S,101000746,179187.93,141824.63,3461.59,50,13,,42063.681,2868,Interest,20180301,13,13,773.2,51,13,Y,Y
M1427,31S,101000746,179187.93,138950.53,3461.59,50,14,,42063.681,2868,Interest,20180401,14,14,759.18,51,14,Y,Y
M1427,31S,101000746,179187.93,136076.43,3461.59,50,15,,42063.681,2868,Interest,20180501,15,15,745.08,51,15,Y,Y
M1427,31S,101000746,179187.93,133202.33,3461.59,50,16,,42063.681,2868,Interest,20180601,16,16,730.92,51,16,Y,Y
M1427,31S,101000746,179187.93,130328.23,3461.59,50,17,,42063.681,2868,Interest,20180701,17,17,716.68,51,17,Y,Y
M1427,31S,101000746,179187.93,127454.13,3461.59,50,18,,42063.681,2868,Interest,20180801,18,18,702.36,51,18,Y,Y
M1427,31S,101000746,179187.93,124580.03,3461.59,50,19,,42063.681,2868,Interest,20180901,19,19,687.97,51,19,Y,Y
M1427,31S,101000746,179187.93,121705.93,3461.59,50,20,,42063.681,2868,Interest,20181001,20,20,673.5,51,20,Y,Y
M1427,31S,101000746,179187.93,118831.83,3461.59,50,21,,42063.681,2868,Interest,20181101,21,21,658.96,51,21,Y,Y
M1427,31S,101000746,179187.93,115957.73,3461.59,50,22,,42063.681,2868,Interest,20181201,22,22,644.34,51,22,Y,Y
M1427,31S,101000746,179187.93,113083.63,3461.59,50,23,,42063.681,2868,Interest,20190101,23,23,629.65,51,23,Y,Y
M1427,31S,101000746,179187.93,110209.53,3461.59,50,24,,42063.681,2868,Interest,20190201,24,24,614.87,51,24,Y,Y
M1427,31S,101000746,179187.93,107335.43,3461.59,50,25,,42063.681,2868,Interest,20190301,25,25,600.02,51,25,Y,Y
M1427,31S,101000746,179187.93,104461.33,3461.59,50,26,,42063.681,2868,Interest,20190401,26,26,585.09,51,26,Y,Y
M1427,31S,101000746,179187.93,101587.23,3461.59,50,27,,42063.681,2868,Interest,20190501,27,27,570.09,51,27,Y,Y
M1427,31S,101000746,179187.93,98713.13,3461.59,50,28,,42063.681,2868,Interest,20190601,28,28,555,51,28,Y,Y
M1427,31S,101000746,179187.93,95839.03,3461.59,50,29,,42063.681,2868,Interest,20190701,29,29,539.84,51,29,Y,Y
M1427,31S,101000746,179187.93,92964.93,3461.59,50,30,,42063.681,2868,Interest,20190801,30,30,524.59,51,30,Y,Y
M1427,31S,101000746,179187.93,90090.83,3461.59,50,31,,42063.681,2868,Interest,20190901,31,31,509.27,51,31,Y,Y
M1427,31S,101000746,179187.93,87216.73,3461.59,50,32,,42063.681,2868,Interest,20191001,32,32,493.86,51,32,Y,Y
M1427,31S,101000746,179187.93,84342.63,3461.59,50,33,,42063.681,2868,Interest,20191101,33,33,478.38,51,33,Y,Y
M1427,31S,101000746,179187.93,81468.53,3461.59,50,34,,42063.681,2868,Interest,20191201,34,34,462.81,51,34,Y,Y
M1427,31S,101000746,179187.93,78594.43,3461.59,50,35,,42063.681,2868,Interest,20200101,35,35,447.16,51,35,Y,Y
M1427,31S,101000746,179187.93,75720.33,3461.59,50,36,,42063.681,2868,Interest,20200201,36,36,431.43,51,36,Y,Y
M1427,31S,101000746,179187.93,72846.23,3461.59,50,37,,42063.681,2868,Interest,20200301,37,37,415.62,51,37,Y,Y
M1427,31S,101000746,179187.93,69972.13,3461.59,50,38,,42063.681,2868,Interest,20200401,38,38,399.72,51,38,Y,Y
M1427,31S,101000746,179187.93,67098.03,3461.59,50,39,,42063.681,2868,Interest,20200501,39,39,383.74,51,39,Y,Y
M1427,31S,101000746,179187.93,64223.93,3461.59,50,40,,42063.681,2868,Interest,20200601,40,40,367.68,51,40,Y,Y
M1427,31S,101000746,179187.93,61349.83,3461.59,50,41,,42063.681,2868,Interest,20200701,41,41,351.53,51,41,Y,Y
M1427,31S,101000746,179187.93,58475.73,3461.59,50,42,,42063.681,2868,Interest,20200801,42,42,335.3,51,42,Y,Y
M1427,31S,101000746,179187.93,55601.63,3461.59,50,43,,42063.681,2868,Interest,20200901,43,43,318.98,51,43,Y,Y
M1427,31S,101000746,179187.93,52727.53,3461.59,50,44,,42063.681,2868,Interest,20201001,44,44,302.58,51,44,Y,Y
M1427,31S,101000746,179187.93,49853.43,3461.59,50,45,,42063.681,2868,Interest,20201101,45,45,286.09,51,45,Y,Y
M1427,31S,101000746,179187.93,46979.33,3461.59,50,46,,42063.681,2868,Interest,20201201,46,46,269.51,51,46,Y,Y
M1427,31S,101000746,179187.93,44105.23,3461.59,50,47,,42063.681,2868,Interest,20210101,47,47,252.85,51,47,Y,Y
